Borda count

Preference Schedule:
Voter 1: Sayan, Jayadev, Vishal, Vishesh, Hardeep, Aditya, Somy, Govind, Sachin, Amrish
Voter 245: Sayan, Aditya, Somy, Govind, Jayadev, Sachin, Amrish, Vishesh, Vishal, Hardeep
Voter 246: Amrish, Sayan, Hardeep, Vishesh, Jayadev, Sachin, Govind, Somy, Vishal, Aditya
Voter 247: Sachin, Jayadev, Sayan, Hardeep, Vishal, Aditya, Amrish, Vishesh, Govind, Somy
Voter 248: Sayan, Hardeep, Jayadev, Somy, Sachin, Amrish, Vishesh, Aditya, Vishal, Govind
Voter 249: Vishesh, Somy, Aditya, Sachin, Vishal, Sayan, Govind, Jayadev, Amrish, Hardeep
Voter 250: Amrish, Aditya, Sachin, Jayadev, Govind, Vishesh, Somy, Sayan, Hardeep, Vishal
Voter 251: Vishesh, Somy, Hardeep, Jayadev, Vishal, Govind, Sachin, Aditya, Amrish, Sayan
Voter 252: Sachin, Govind, Vishesh, Vishal, Jayadev, Sayan, Aditya, Somy, Amrish, Hardeep
Voter 253: Sayan, Aditya, Jayadev, Hardeep, Somy, Amrish, Govind, Sachin, Vishal, Vishesh
Voter 254: Aditya, Vishal, Sayan, Somy, Hardeep, Amrish, Govind, Sachin, Vishesh, Jayadev
Voter 255: Vishesh, Hardeep, Govind, Somy, Vishal, Sachin, Aditya, Amrish, Sayan, Jayadev
Voter 256: Somy, Sayan, Sachin, Hardeep, Govind, Vishal, Aditya, Amrish, Vishesh, Jayadev
Voter 257: Sayan, Hardeep, Vishesh, Vishal, Aditya, Somy, Sachin, Amrish, Jayadev, Govind
Voter 258: Vishal, Jayadev, Somy, Amrish, Sayan, Sachin, Vishesh, Aditya, Hardeep, Govind
Voter 259: Jayadev, Vishal, Sachin, Somy, Govind, Aditya, Hardeep, Sayan, Vishesh, Amrish
Voter 260: Amrish, Sachin, Sayan, Somy, Vishesh, Vishal, Govind, Aditya, Jayadev, Hardeep
Voter 261: Vishal, Amrish, Hardeep, Sachin, Vishesh, Aditya, Jayadev, Sayan, Govind, Somy
Voter 262: Aditya, Vishal, Sachin, Amrish, Somy, Vishesh, Hardeep, Govind, Sayan, Jayadev
Voter 263: Jayadev, Govind, Aditya, Vishesh, Sayan, Somy, Hardeep, Sachin, Vishal, Amrish
Voter 264: Somy, Sayan, Jayadev, Amrish, Vishal, Vishesh, Govind, Sachin, Aditya, Hardeep
Voter 265: Jayadev, Vishesh, Somy, Sayan, Vishal, Sachin, Hardeep, Aditya, Govind, Amrish
Voter 266: Amrish, Somy, Jayadev, Aditya, Hardeep, Vishal, Sayan, Vishesh, Sachin, Govind
Voter 267: Govind, Vishesh, Amrish, Sayan, Somy, Sachin, Vishal, Aditya, Hardeep, Jayadev
Voter 268: Vishesh, Govind, Hardeep, Vishal, Amrish, Sayan, Aditya, Jayadev, Sachin, Somy
Voter 269: Govind, Hardeep, Sayan, Somy, Amrish, Vishal, Vishesh, Aditya, Jayadev, Sachin
Voter 270: Govind, Somy, Sayan, Aditya, Vishesh, Jayadev, Hardeep, Amrish, Vishal, Sachin
Voter 271: Vishesh, Govind, Jayadev, Sayan, Amrish, Vishal, Somy, Hardeep, Aditya, Sachin
Voter 272: Govind, Hardeep, Somy, Amrish, Vishesh, Aditya, Sayan, Jayadev, Vishal, Sachin
Voter 273: Jayadev, Somy, Govind, Vishal, Amrish, Hardeep, Sayan, Aditya, Sachin, Vishesh
Voter 274: Vishesh, Sachin, Hardeep, Somy, Jayadev, Sayan, Vishal, Govind, Aditya, Amrish
Voter 275: Amrish, Vishesh, Aditya, Sayan, Vishal, Somy, Sachin, Hardeep, Govind, Jayadev
Voter 276: Amrish, Sayan, Somy, Vishesh, Hardeep, Vishal, Sachin, Jayadev, Aditya, Govind
Voter 277: Somy, Sachin, Hardeep, Jayadev, Sayan, Vishal, Amrish, Aditya, Govind, Vishesh
Voter 278: Govind, Sachin, Somy, Vishal, Jayadev, Amrish, Hardeep, Vishesh, Aditya, Sayan
Voter 279: Jayadev, Vishal, Hardeep, Sayan, Govind, Somy, Vishesh, Aditya, Sachin, Amrish
Voter 280: Sachin, Vishesh, Vishal, Somy, Sayan, Amrish, Hardeep, Aditya, Govind, Jayadev
Voter 281: Aditya, Sachin, Vishal, Jayadev, Amrish, Vishesh, Govind, Hardeep, Sayan, Somy
Voter 282: Aditya, Sayan, Vishesh, Amrish, Sachin, Somy, Vishal, Govind, Jayadev, Hardeep
Voter 283: Vishal, Jayadev, Vishesh, Sayan, Sachin, Amrish, Govind, Somy, Aditya, Hardeep
Voter 284: Amrish, Hardeep, Govind, Vishesh, Jayadev, Somy, Aditya, Sayan, Sachin, Vishal
Voter 285: Sachin, Vishesh, Hardeep, Aditya, Somy, Sayan, Amrish, Jayadev, Govind, Vishal
Voter 286: Somy, Amrish, Govind, Vishal, Vishesh, Aditya, Sayan, Hardeep, Sachin, Jayadev
Voter 287: Vishesh, Sayan, Amrish, Vishal, Jayadev, Govind, Aditya, Hardeep, Sachin, Somy
Voter 288: Sayan, Somy, Vishesh, Sachin, Amrish, Vishal, Hardeep, Jayadev, Govind, Aditya
Voter 289: Sachin, Aditya, Vishesh, Sayan, Govind, Somy, Amrish, Vishal, Hardeep, Jayadev
Voter 290: Amrish, Vishesh, Aditya, Somy, Sayan, Sachin, Hardeep, Vishal, Jayadev, Govind
Voter 291: Vishesh, Sachin, Amrish, Vishal, Aditya, Hardeep, Jayadev, Somy, Govind, Sayan
Voter 292: Jayadev, Vishesh, Aditya, Hardeep, Vishal, Govind, Amrish, Somy, Sachin, Sayan
Voter 293: Govind, Vishal, Sayan, Hardeep, Jayadev, Vishesh, Sachin, Somy, Amrish, Aditya
Voter 294: Aditya, Govind, Hardeep, Sayan, Vishal, Somy, Jayadev, Vishesh, Amrish, Sachin
Voter 295: Somy, Govind, Aditya, Jayadev, Hardeep, Vishal, Amrish, Sayan, Vishesh, Sachin
Voter 296: Somy, Vishal, Aditya, Sachin, Jayadev, Govind, Amrish, Sayan, Vishesh, Hardeep
Voter 297: Amrish, Somy, Sayan, Govind, Aditya, Jayadev, Sachin, Vishesh, Vishal, Hardeep
Voter 298: Sayan, Jayadev, Somy, Aditya, Hardeep, Vishesh, Amrish, Vishal, Sachin, Govind
Voter 299: Somy, Sachin, Vishesh, Sayan, Aditya, Vishal, Hardeep, Jayadev, Govind, Amrish
Voter 300: Jayadev, Sachin, Vishesh, Aditya, Amrish, Vishal, Hardeep, Sayan, Somy, Govind
Voter 301: Amrish, Jayadev, Hardeep, Vishal, Aditya, Somy, Sachin, Sayan, Vishesh, Govind
Voter 302: Vishesh, Amrish, Sayan, Aditya, Jayadev, Vishal, Govind, Hardeep, Somy, Sachin
Voter 303: Hardeep, Aditya, Vishesh, Vishal, Amrish, Jayadev, Sachin, Govind, Somy, Sayan
Voter 304: Vishal, Aditya, Somy, Vishesh, Jayadev, Sayan, Amrish, Govind, Sachin, Hardeep
Voter 305: Govind, Amrish, Vishesh, Jayadev, Aditya, Vishal, Somy, Sachin, Hardeep, Sayan
Voter 306: Govind, Jayadev, Vishal, Vishesh, Sayan, Aditya, Amrish, Sachin, Somy, Hardeep
Voter 307: Somy, Aditya, Hardeep, Amrish, Vishal, Sachin, Sayan, Govind, Vishesh, Jayadev
Voter 308: Hardeep, Somy, Amrish, Aditya, Govind, Jayadev, Sayan, Sachin, Vishal, Vishesh
Voter 309: Vishal, Govind, Sayan, Jayadev, Vishesh, Sachin, Aditya, Amrish, Hardeep, Somy
Voter 310: Govind, Amrish, Sachin, Sayan, Vishal, Somy, Vishesh, Aditya, Hardeep, Jayadev
Voter 311: Govind, Amrish, Aditya, Somy, Sachin, Hardeep, Vishal, Vishesh, Jayadev, Sayan
Voter 312: Hardeep, Sachin, Sayan, Somy, Govind, Aditya, Amrish, Vishesh, Jayadev, Vishal
Voter 313: Govind, Aditya, Sayan, Vishesh, Jayadev, Amrish, Somy, Sachin, Hardeep, Vishal
Voter 314: Sayan, Sachin, Amrish, Govind, Jayadev, Hardeep, Aditya, Vishal, Vishesh, Somy
Voter 315: Amrish, Somy, Aditya, Govind, Jayadev, Vishal, Hardeep, Vishesh, Sachin, Sayan
Voter 316: Vishesh, Vishal, Hardeep, Jayadev, Govind, Amrish, Somy, Sachin, Sayan, Aditya
Voter 317: Sachin, Sayan, Jayadev, Vishal, Amrish, Vishesh, Govind, Hardeep, Somy, Aditya
Voter 318: Jayadev, Amrish, Somy, Vishal, Vishesh, Sachin, Govind, Aditya, Hardeep, Sayan
Voter 319: Hardeep, Vishesh, Amrish, Jayadev, Somy, Vishal, Sayan, Sachin, Aditya, Govind
Voter 320: Sayan, Jayadev, Sachin, Govind, Hardeep, Vishesh, Aditya, Somy, Amrish, Vishal
Voter 321: Hardeep, Sayan, Jayadev, Vishesh, Amrish, Aditya, Govind, Vishal, Sachin, Somy
Voter 322: Hardeep, Govind, Aditya, Amrish, Sayan, Vishesh, Vishal, Somy, Jayadev, Sachin
Voter 323: Sayan, Somy, Amrish, Jayadev, Sachin, Vishesh, Vishal, Aditya, Govind, Hardeep
Voter 324: Sayan, Sachin, Govind, Somy, Vishal, Hardeep, Amrish, Aditya, Jayadev, Vishesh
Voter 325: Sayan, Aditya, Vishal, Hardeep, Govind, Sachin, Amrish, Vishesh, Jayadev, Somy
Voter 326: Amrish, Somy, Vishesh, Hardeep, Govind, Vishal, Sachin, Aditya, Sayan, Jayadev
Voter 327: Govind, Aditya, Somy, Hardeep, Vishesh, Sayan, Vishal, Sachin, Amrish, Jayadev
Voter 328: Vishal, Somy, Amrish, Aditya, Sayan, Sachin, Jayadev, Govind, Vishesh, Hardeep
Voter 329: Aditya, Vishesh, Somy, Hardeep, Govind, Sayan, Jayadev, Vishal, Sachin, Amrish
Voter 330: Sachin, Vishesh, Jayadev, Govind, Vishal, Hardeep, Sayan, Aditya, Somy, Amrish
Voter 331: Jayadev, Somy, Vishesh, Govind, Sachin, Aditya, Hardeep, Amrish, Sayan, Vishal
Voter 332: Sayan, Vishesh, Somy, Amrish, Vishal, Aditya, Hardeep, Sachin, Jayadev, Govind
Voter 333: Somy, Vishal, Jayadev, Vishesh, Amrish, Hardeep, Govind, Sayan, Sachin, Aditya
Voter 334: Vishesh, Vishal, Govind, Sayan, Amrish, Somy, Aditya, Jayadev, Hardeep, Sachin
Voter 335: Hardeep, Aditya, Jayadev, Sayan, Vishal, Sachin, Somy, Govind, Amrish, Vishesh
Voter 336: Hardeep, Vishal, Vishesh, Aditya, Govind, Sayan, Somy, Amrish, Sachin, Jayadev
Voter 337: Jayadev, Govind, Amrish, Vishal, Aditya, Sayan, Somy, Vishesh, Sachin, Hardeep
Voter 338: Somy, Vishal, Sachin, Govind, Vishesh, Amrish, Aditya, Jayadev, Sayan, Hardeep
Voter 339: Jayadev, Vishesh, Vishal, Hardeep, Sayan, Amrish, Somy, Govind, Aditya, Sachin
Voter 340: Vishal, Sachin, Hardeep, Jayadev, Somy, Vishesh, Aditya, Amrish, Sayan, Govind
Voter 341: Hardeep, Amrish, Somy, Vishesh, Vishal, Jayadev, Sayan, Aditya, Govind, Sachin
Voter 342: Vishal, Somy, Govind, Amrish, Sachin, Aditya, Sayan, Jayadev, Hardeep, Vishesh
Voter 343: Aditya, Jayadev, Vishesh, Sachin, Hardeep, Govind, Sayan, Amrish, Somy, Vishal
Voter 344: Somy, Vishal, Sachin, Amrish, Vishesh, Aditya, Hardeep, Govind, Sayan, Jayadev
Voter 345: Vishesh, Sayan, Aditya, Sachin, Somy, Hardeep, Amrish, Jayadev, Vishal, Govind
Voter 346: Amrish, Vishesh, Jayadev, Hardeep, Govind, Sachin, Aditya, Somy, Vishal, Sayan
Voter 347: Govind, Jayadev, Vishal, Somy, Sayan, Amrish, Aditya, Vishesh, Sachin, Hardeep
Voter 348: Somy, Aditya, Vishal, Govind, Amrish, Vishesh, Sayan, Hardeep, Jayadev, Sachin
Voter 349: Somy, Vishal, Aditya, Hardeep, Sachin, Govind, Vishesh, Sayan, Amrish, Jayadev
Voter 350: Aditya, Vishesh, Somy, Jayadev, Sayan, Hardeep, Amrish, Sachin, Vishal, Govind
Voter 351: Amrish, Somy, Govind, Sayan, Hardeep, Sachin, Vishesh, Aditya, Jayadev, Vishal
Voter 352: Hardeep, Vishesh, Vishal, Aditya, Sayan, Govind, Jayadev, Somy, Amrish, Sachin
Voter 353: Vishesh, Amrish, Jayadev, Hardeep, Aditya, Sayan, Somy, Vishal, Govind, Sachin
Voter 354: Sayan, Somy, Jayadev, Hardeep, Aditya, Vishesh, Govind, Sachin, Amrish, Vishal
Voter 355: Sayan, Amrish, Vishesh, Jayadev, Sachin, Hardeep, Aditya, Vishal, Somy, Govind
Voter 356: Aditya, Somy, Sachin, Jayadev, Hardeep, Vishesh, Sayan, Vishal, Amrish, Govind
Voter 357: Jayadev, Sachin, Sayan, Vishal, Somy, Hardeep, Govind, Vishesh, Aditya, Amrish
Voter 358: Amrish, Hardeep, Jayadev, Sayan, Vishal, Govind, Vishesh, Somy, Sachin, Aditya
Voter 359: Aditya, Hardeep, Somy, Vishal, Amrish, Jayadev, Govind, Sayan, Vishesh, Sachin
Voter 360: Amrish, Vishal, Aditya, Hardeep, Vishesh, Jayadev, Sachin, Govind, Sayan, Somy
Voter 361: Vishal, Govind, Sachin, Vishesh, Hardeep, Sayan, Amrish, Jayadev, Aditya, Somy
Voter 362: Somy, Govind, Hardeep, Vishal, Aditya, Jayadev, Amrish, Sayan, Vishesh, Sachin
Voter 363: Vishal, Sachin, Somy, Sayan, Hardeep, Jayadev, Govind, Aditya, Vishesh, Amrish
Voter 364: Hardeep, Amrish, Vishesh, Somy, Sachin, Sayan, Vishal, Govind, Jayadev, Aditya
Voter 365: Aditya, Govind, Sachin, Sayan, Somy, Vishal, Vishesh, Jayadev, Hardeep, Amrish
Voter 366: Sachin, Vishal, Vishesh, Somy, Hardeep, Govind, Sayan, Amrish, Jayadev, Aditya
Voter 367: Hardeep, Jayadev, Somy, Aditya, Govind, Vishesh, Amrish, Vishal, Sayan, Sachin
Voter 368: Sachin, Somy, Hardeep, Vishesh, Aditya, Sayan, Amrish, Jayadev, Vishal, Govind
Voter 369: Sayan, Hardeep, Govind, Vishal, Jayadev, Amrish, Sachin, Aditya, Vishesh, Somy
Voter 370: Amrish, Vishal, Jayadev, Vishesh, Govind, Aditya, Somy, Hardeep, Sachin, Sayan
Voter 371: Amrish, Govind, Vishesh, Somy, Sayan, Hardeep, Jayadev, Aditya, Vishal, Sachin
Voter 372: Hardeep, Govind, Jayadev, Somy, Aditya, Vishal, Amrish, Sayan, Sachin, Vishesh
Voter 373: Sayan, Hardeep, Vishesh, Jayadev, Amrish, Aditya, Sachin, Govind, Somy, Vishal
Voter 374: Somy, Vishal, Hardeep, Amrish, Govind, Sachin, Sayan, Aditya, Jayadev, Vishesh
Voter 375: Aditya, Sachin, Vishesh, Hardeep, Govind, Amrish, Sayan, Jayadev, Vishal, Somy
Voter 376: Jayadev, Hardeep, Sachin, Govind, Somy, Sayan, Amrish, Aditya, Vishesh, Vishal
Voter 377: Sachin, Somy, Sayan, Govind, Vishesh, Jayadev, Amrish, Vishal, Aditya, Hardeep
Voter 378: Govind, Hardeep, Amrish, Sachin, Somy, Vishal, Aditya, Jayadev, Vishesh, Sayan
Voter 379: Govind, Vishesh, Sachin, Sayan, Jayadev, Vishal, Aditya, Somy, Hardeep, Amrish
Voter 380: Sayan, Amrish, Sachin, Govind, Somy, Jayadev, Hardeep, Vishal, Vishesh, Aditya
Voter 381: Aditya, Sachin, Hardeep, Somy, Amrish, Govind, Sayan, Vishesh, Jayadev, Vishal
Voter 382: Sachin, Amrish, Hardeep, Vishesh, Aditya, Somy, Sayan, Vishal, Govind, Jayadev
Voter 383: Aditya, Govind, Jayadev, Amrish, Vishal, Vishesh, Sachin, Sayan, Somy, Hardeep
Voter 384: Aditya, Somy, Sachin, Jayadev, Hardeep, Amrish, Vishal, Sayan, Govind, Vishesh
Voter 385: Govind, Somy, Amrish, Vishesh, Jayadev, Aditya, Vishal, Hardeep, Sachin, Sayan
Voter 386: Govind, Hardeep, Vishal, Sayan, Sachin, Aditya, Vishesh, Jayadev, Amrish, Somy
Voter 387: Vishal, Vishesh, Hardeep, Govind, Amrish, Sayan, Somy, Aditya, Jayadev, Sachin
Voter 388: Vishesh, Govind, Hardeep, Sachin, Vishal, Jayadev, Sayan, Amrish, Somy, Aditya
Voter 389: Vishesh, Jayadev, Vishal, Amrish, Sayan, Somy, Sachin, Hardeep, Aditya, Govind
Voter 390: Sayan, Aditya, Hardeep, Jayadev, Somy, Govind, Amrish, Vishal, Sachin, Vishesh
Voter 391: Hardeep, Jayadev, Amrish, Vishal, Vishesh, Aditya, Govind, Somy, Sayan, Sachin
Voter 392: Amrish, Vishesh, Sayan, Somy, Hardeep, Sachin, Vishal, Aditya, Govind, Jayadev
Voter 393: Amrish, Somy, Govind, Aditya, Hardeep, Vishesh, Sayan, Jayadev, Vishal, Sachin
Voter 394: Sachin, Hardeep, Sayan, Somy, Amrish, Govind, Aditya, Vishal, Jayadev, Vishesh
Voter 395: Somy, Hardeep, Amrish, Sayan, Vishal, Aditya, Sachin, Jayadev, Govind, Vishesh
Voter 396: Vishal, Aditya, Jayadev, Vishesh, Govind, Somy, Sachin, Hardeep, Sayan, Amrish
Voter 397: Sachin, Vishesh, Amrish, Sayan, Somy, Aditya, Vishal, Govind, Jayadev, Hardeep
Voter 398: Vishesh, Aditya, Sachin, Somy, Govind, Hardeep, Jayadev, Sayan, Amrish, Vishal
Voter 399: Hardeep, Sachin, Vishal, Aditya, Sayan, Amrish, Jayadev, Somy, Vishesh, Govind
Voter 400: Sayan, Somy, Govind, Sachin, Amrish, Aditya, Jayadev, Hardeep, Vishal, Vishesh
Voter 401: Govind, Vishesh, Jayadev, Sayan, Sachin, Vishal, Amrish, Aditya, Hardeep, Somy
Voter 402: Hardeep, Govind, Sachin, Sayan, Amrish, Vishal, Aditya, Vishesh, Jayadev, Somy
Voter 403: Sayan, Vishal, Govind, Hardeep, Amrish, Aditya, Vishesh, Somy, Sachin, Jayadev
Voter 404: Aditya, Sayan, Somy, Hardeep, Jayadev, Sachin, Vishal, Amrish, Vishesh, Govind
Voter 405: Sayan, Sachin, Jayadev, Govind, Hardeep, Vishesh, Somy, Amrish, Vishal, Aditya
Voter 406: Govind, Sayan, Aditya, Amrish, Hardeep, Jayadev, Vishesh, Vishal, Somy, Sachin
Voter 407: Sachin, Vishal, Somy, Jayadev, Amrish, Sayan, Aditya, Hardeep, Govind, Vishesh
Voter 408: Aditya, Govind, Sachin, Vishesh, Vishal, Somy, Hardeep, Sayan, Jayadev, Amrish
Voter 409: Amrish, Vishesh, Govind, Hardeep, Somy, Vishal, Aditya, Sachin, Jayadev, Sayan
Voter 410: Sachin, Aditya, Vishal, Vishesh, Amrish, Jayadev, Sayan, Govind, Hardeep, Somy
Voter 411: Vishal, Sachin, Hardeep, Sayan, Vishesh, Govind, Amrish, Somy, Aditya, Jayadev
Voter 412: Amrish, Jayadev, Sachin, Vishal, Vishesh, Aditya, Sayan, Hardeep, Govind, Somy
Voter 413: Aditya, Govind, Vishal, Amrish, Somy, Jayadev, Vishesh, Hardeep, Sachin, Sayan
Voter 414: Somy, Vishesh, Jayadev, Vishal, Sachin, Govind, Sayan, Hardeep, Amrish, Aditya
Voter 415: Sayan, Hardeep, Sachin, Somy, Aditya, Govind, Vishal, Vishesh, Amrish, Jayadev
Voter 416: Amrish, Govind, Vishal, Aditya, Sayan, Hardeep, Jayadev, Vishesh, Somy, Sachin
Voter 417: Somy, Vishal, Aditya, Vishesh, Sayan, Govind, Sachin, Amrish, Hardeep, Jayadev
Voter 418: Aditya, Jayadev, Sachin, Vishal, Vishesh, Govind, Amrish, Hardeep, Somy, Sayan
Voter 419: Somy, Vishesh, Amrish, Govind, Sachin, Sayan, Hardeep, Vishal, Jayadev, Aditya
Voter 420: Hardeep, Vishesh, Aditya, Jayadev, Sayan, Sachin, Vishal, Govind, Amrish, Somy
Voter 421: Jayadev, Hardeep, Somy, Vishesh, Amrish, Sachin, Govind, Aditya, Vishal, Sayan
Voter 422: Jayadev, Vishal, Sayan, Hardeep, Amrish, Somy, Sachin, Govind, Aditya, Vishesh
Voter 423: Jayadev, Govind, Somy, Hardeep, Sachin, Aditya, Vishesh, Vishal, Amrish, Sayan
Voter 424: Aditya, Vishal, Amrish, Sachin, Jayadev, Hardeep, Govind, Vishesh, Somy, Sayan
Voter 425: Sayan, Jayadev, Vishal, Govind, Vishesh, Hardeep, Aditya, Somy, Sachin, Amrish
Voter 426: Govind, Amrish, Sayan, Somy, Vishesh, Sachin, Vishal, Hardeep, Aditya, Jayadev
Voter 427: Jayadev, Aditya, Sayan, Hardeep, Vishesh, Amrish, Somy, Vishal, Govind, Sachin
Voter 428: Jayadev, Vishesh, Aditya, Govind, Sayan, Vishal, Sachin, Somy, Hardeep, Amrish
Voter 429: Hardeep, Jayadev, Somy, Govind, Aditya, Sayan, Amrish, Vishal, Vishesh, Sachin
Voter 430: Jayadev, Aditya, Vishal, Sachin, Sayan, Vishesh, Amrish, Govind, Hardeep, Somy
Voter 431: Vishal, Jayadev, Sachin, Amrish, Vishesh, Aditya, Hardeep, Somy, Govind, Sayan
Voter 432: Sachin, Sayan, Vishal, Somy, Govind, Aditya, Vishesh, Amrish, Hardeep, Jayadev
Voter 433: Aditya, Jayadev, Sachin, Sayan, Vishal, Amrish, Govind, Vishesh, Somy, Hardeep
Voter 434: Sachin, Vishesh, Aditya, Vishal, Hardeep, Somy, Jayadev, Sayan, Amrish, Govind
Voter 435: Somy, Vishal, Sachin, Vishesh, Jayadev, Hardeep, Amrish, Govind, Sayan, Aditya
Voter 436: Jayadev, Vishal, Somy, Aditya, Govind, Hardeep, Amrish, Sayan, Vishesh, Sachin
Voter 437: Sayan, Vishesh, Aditya, Somy, Hardeep, Sachin, Jayadev, Govind, Vishal, Amrish
Voter 438: Sayan, Jayadev, Vishal, Amrish, Somy, Sachin, Aditya, Govind, Vishesh, Hardeep
Voter 439: Vishesh, Amrish, Aditya, Vishal, Somy, Hardeep, Sayan, Govind, Sachin, Jayadev
Voter 440: Vishesh, Somy, Sayan, Govind, Amrish, Sachin, Vishal, Aditya, Hardeep, Jayadev
Voter 441: Vishal, Govind, Hardeep, Amrish, Jayadev, Somy, Sachin, Vishesh, Aditya, Sayan
Voter 442: Vishal, Govind, Somy, Sayan, Jayadev, Sachin, Hardeep, Amrish, Vishesh, Aditya
Voter 443: Aditya, Govind, Vishesh, Vishal, Jayadev, Sayan, Somy, Hardeep, Amrish, Sachin
Voter 444: Vishesh, Hardeep, Aditya, Govind, Sachin, Sayan, Jayadev, Amrish, Vishal, Somy
Voter 445: Sayan, Vishal, Govind, Aditya, Vishesh, Sachin, Hardeep, Jayadev, Somy, Amrish
Voter 446: Vishal, Jayadev, Vishesh, Amrish, Sayan, Govind, Hardeep, Somy, Aditya, Sachin
Voter 447: Hardeep, Sachin, Sayan, Aditya, Somy, Govind, Jayadev, Vishal, Amrish, Vishesh
Voter 448: Hardeep, Jayadev, Vishesh, Somy, Amrish, Govind, Sachin, Sayan, Vishal, Aditya
Voter 449: Aditya, Govind, Vishal, Somy, Jayadev, Sachin, Hardeep, Amrish, Vishesh, Sayan
Voter 450: Hardeep, Vishesh, Sachin, Jayadev, Aditya, Sayan, Somy, Vishal, Amrish, Govind
Voter 451: Vishesh, Amrish, Hardeep, Vishal, Sayan, Aditya, Govind, Jayadev, Sachin, Somy
Voter 452: Sayan, Jayadev, Vishal, Govind, Hardeep, Vishesh, Aditya, Amrish, Somy, Sachin
Voter 453: Amrish, Vishesh, Jayadev, Sachin, Vishal, Somy, Hardeep, Aditya, Sayan, Govind
Voter 454: Sachin, Vishesh, Sayan, Amrish, Jayadev, Govind, Aditya, Hardeep, Vishal, Somy
Voter 455: Jayadev, Govind, Aditya, Vishal, Sachin, Somy, Hardeep, Sayan, Amrish, Vishesh
Voter 456: Sayan, Vishesh, Vishal, Hardeep, Somy, Amrish, Govind, Sachin, Aditya, Jayadev
Voter 457: Sachin, Somy, Sayan, Vishesh, Aditya, Hardeep, Govind, Jayadev, Amrish, Vishal
Voter 458: Amrish, Sayan, Vishesh, Hardeep, Jayadev, Vishal, Somy, Aditya, Govind, Sachin
Voter 459: Vishal, Govind, Somy, Amrish, Vishesh, Sachin, Sayan, Jayadev, Aditya, Hardeep
Voter 460: Sachin, Aditya, Sayan, Jayadev, Vishal, Hardeep, Govind, Vishesh, Somy, Amrish
Voter 461: Vishal, Hardeep, Govind, Somy, Vishesh, Aditya, Sayan, Sachin, Jayadev, Amrish
Voter 462: Vishal, Aditya, Amrish, Hardeep, Sachin, Jayadev, Somy, Sayan, Vishesh, Govind
Voter 463: Govind, Sayan, Somy, Hardeep, Sachin, Aditya, Amrish, Vishal, Jayadev, Vishesh
Voter 464: Somy, Vishal, Vishesh, Sachin, Govind, Aditya, Hardeep, Sayan, Jayadev, Amrish
Voter 465: Govind, Vishesh, Sachin, Sayan, Jayadev, Hardeep, Vishal, Somy, Amrish, Aditya
Voter 466: Vishal, Aditya, Sayan, Hardeep, Govind, Vishesh, Jayadev, Somy, Amrish, Sachin
Voter 467: Somy, Sayan, Sachin, Hardeep, Govind, Vishal, Aditya, Amrish, Vishesh, Jayadev
Voter 468: Amrish, Vishal, Govind, Sayan, Aditya, Jayadev, Vishesh, Somy, Sachin, Hardeep
Voter 469: Vishesh, Amrish, Jayadev, Vishal, Hardeep, Sachin, Govind, Aditya, Somy, Sayan
Voter 470: Amrish, Vishal, Somy, Sachin, Sayan, Aditya, Jayadev, Govind, Vishesh, Hardeep
Voter 471: Aditya, Hardeep, Vishal, Govind, Sayan, Sachin, Vishesh, Amrish, Jayadev, Somy
Voter 472: Sayan, Vishal, Somy, Hardeep, Jayadev, Amrish, Aditya, Vishesh, Govind, Sachin
Voter 473: Amrish, Jayadev, Vishal, Vishesh, Somy, Hardeep, Aditya, Sayan, Sachin, Govind
Voter 474: Somy, Jayadev, Vishesh, Aditya, Sayan, Hardeep, Sachin, Amrish, Govind, Vishal
Voter 475: Vishesh, Sayan, Govind, Amrish, Aditya, Jayadev, Sachin, Hardeep, Vishal, Somy
Voter 476: Jayadev, Sayan, Govind, Vishesh, Sachin, Amrish, Hardeep, Somy, Vishal, Aditya
Voter 477: Hardeep, Aditya, Sayan, Vishesh, Somy, Amrish, Jayadev, Vishal, Govind, Sachin
Voter 478: Hardeep, Somy, Vishal, Sayan, Sachin, Govind, Amrish, Aditya, Vishesh, Jayadev
Voter 479: Vishal, Sayan, Sachin, Aditya, Govind, Jayadev, Somy, Hardeep, Vishesh, Amrish
Voter 480: Jayadev, Govind, Sayan, Aditya, Somy, Sachin, Amrish, Hardeep, Vishesh, Vishal
Voter 481: Hardeep, Amrish, Vishal, Sayan, Somy, Jayadev, Aditya, Govind, Vishesh, Sachin
Voter 482: Somy, Sayan, Govind, Vishesh, Amrish, Vishal, Aditya, Sachin, Jayadev, Hardeep
Voter 483: Sayan, Aditya, Somy, Vishesh, Jayadev, Hardeep, Vishal, Sachin, Amrish, Govind
Voter 484: Vishesh, Aditya, Jayadev, Sachin, Sayan, Hardeep, Govind, Vishal, Somy, Amrish
Voter 485: Vishesh, Sachin, Govind, Somy, Aditya, Sayan, Amrish, Vishal, Hardeep, Jayadev
Voter 486: Sayan, Jayadev, Hardeep, Sachin, Vishesh, Vishal, Somy, Aditya, Govind, Amrish
Voter 487: Govind, Sachin, Aditya, Sayan, Jayadev, Vishesh, Hardeep, Amrish, Vishal, Somy
Voter 488: Sachin, Jayadev, Aditya, Sayan, Somy, Hardeep, Govind, Amrish, Vishesh, Vishal
